Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
134709.0,-0.100982143230305,0.845931671165267,0.194316548833743,-0.874715457207043,0.700295703452081,-0.58566618094871,1.03494420225763,-0.20327304302804,0.166661110073178,0.30108622631362,0.417298530239915,0.246533268198231,-0.730492865102787,0.14552249779096,-0.953662981682271,0.145022500304713,-0.873452855538315,-0.084455304348774,0.331398994677786,0.137069999618761,-0.324724397028745,-0.583724909164286,-0.014541814586751,-0.436130299341118,-0.46665164280895,0.123522209698745,0.180605357722063,-0.0799966592432706,1.98,0
142230.0,-0.0711782790060235,0.699248674363843,-0.090407556462638,-0.856609229599687,0.852422402425171,-1.26437647368314,1.1120921886918,-0.339805078074775,0.129547301737879,-0.79199936376543,1.06843392931319,-0.351757558517002,-1.66805044875509,-0.676114906190334,-0.341138396917504,0.619809194435952,-0.172757834273023,1.14662907979083,-0.949479017574139,-0.269874963618103,0.230692769124891,0.746720427168392,-0.37969522072473,-0.0367476951550054,0.284139679530926,-0.274746636961793,-0.332810830804671,-0.282155075002862,14.5,0
144873.0,-2.04617021831337,2.41562695232164,-2.74200909388662,-0.324829894606406,-0.172567063473683,-1.07166762315509,-0.504863011908162,1.33481207326844,-0.0009901740444545,-0.828010482647115,-2.00344142651774,-0.154943542388257,0.0564695131646806,0.0739522903005723,0.720645845821313,0.793884058657995,0.785068068128631,1.2125676206618,0.156942223527071,-0.405139749140586,0.386708184490786,0.710408146818655,-0.0306771133549543,-1.09496770231226,-0.0942835483639908,-0.123645434220134,-0.684700423621484,0.0017890774537524,1.23,0
63538.0,1.01063614822376,0.02760826883946,0.465975949022607,1.36431572072023,-0.21213444180905,0.0464199393986781,0.060551969092497,0.0845472855136302,-0.0406225023632517,0.010517968028233,1.40456709229191,1.47169185049391,0.101490934192732,0.217678308778605,-0.841646033676084,-0.59630293208344,0.0693080139782731,-0.582079382244516,-0.173689846535136,-0.062111810079112,-0.0022274070067411,0.0964583408852816,-0.0981828687935451,0.244215874729014,0.598756067564741,-0.348799269687103,0.0291925578282279,0.0172774051309155,58.56,0
83186.0,-0.176311208333937,0.126397130489729,1.09039803389758,-1.53962183851014,-0.142702216926246,-0.141849149249814,0.473335135557766,-0.232421660602754,-1.38721411109601,0.74697199782987,0.238215236175491,-0.666964528594614,-0.663390028678186,0.13312133451193,0.132543709063502,-1.04166033288491,-0.607906940018859,1.88977382955198,0.01756306956737,-0.385691136242979,-0.358709149512704,-0.525222560451876,-0.233104125562221,-0.497816939579411,-0.175662317134783,0.995477080694728,-0.312159577829262,-0.207061973642573,32.86,0
81648.0,-0.841342640297505,1.11683288027457,1.39187545286731,1.29271821611827,-0.23630454413389,0.296957816101446,0.237519628501785,0.641735827929451,-0.890105691592776,-0.422196496396786,1.06444822677237,0.864748605874013,-0.5331235990247,0.635222945107395,-0.462054304531935,-0.937980245994134,0.66469624655139,-0.160503132514879,0.992998841483549,-0.0690425269930079,0.104112879609112,0.316226669498856,-0.118225529235402,0.228117824953616,0.0857696884884316,-0.218098962337311,0.0123589365199213,0.0389973027240721,30.06,0
92794.0,1.66516161035202,-0.953577103888574,-0.771737568883095,0.417171958369363,-0.371508871142617,0.250856016380486,-0.540725889929357,-0.0171115397678418,2.15309150014995,-0.209005866392317,0.902206507403274,-1.97991260529992,1.80053735502741,1.56842884902456,-0.458434467949722,1.02076550457857,-0.529684435601046,1.24158002071923,-0.0047680767090404,0.194118330180451,0.131451476590735,0.29720974577351,-0.10749828105222,-1.04528606633988,-0.319268979271091,0.522597031445766,-0.0960913298159977,-0.0402637733883035,200.0,0
133789.0,1.87138139237355,-0.654491347646582,-0.390060551734343,0.326718297510486,-0.619595588467136,0.0510224681512457,-0.70073543438749,0.113892456750198,0.995999423864766,0.141123580362267,0.445841867853722,1.04597823183434,0.333184747997547,-0.111621849022045,-0.293737742386011,0.566606979402409,-0.82996607397474,0.513956615636204,0.0829732371484224,-0.0648546488223123,0.224152785689197,0.746056109747894,0.0652020546564247,-0.399706221876796,-0.284328347583541,0.573092815560805,-0.0279570007599265,-0.0526852961267554,57.5,0
57062.0,0.913111674939689,-0.238208434632896,-0.120932891603519,0.373194441571415,0.500344894665136,1.19262149012707,-0.0653003272977926,0.455293562466773,-0.290110811465418,-0.0551281581016823,2.23218647429147,0.912696826282507,-0.7670450836484,0.879042961926899,1.26132478343246,-1.02867308298762,0.704788750209679,-1.83941164197379,-1.39150000468888,-0.131081870592394,0.14990053922015,0.384116044976385,-0.0011363547246724,-0.996978609946224,0.175945030905796,0.473353047787952,-0.0022222460558844,-0.0077848861214517,77.04,0
135568.0,-1.33415374507553,-1.15051252645082,0.609042665378478,-2.62993187568393,-0.625096935776749,-1.21092130227463,-0.674408791803717,0.356757737599641,-1.99211231429623,0.504256192161442,-1.55706209810033,-0.958193916651086,0.455774984632633,-0.301520845323902,-0.847432726382794,-0.158451278529535,0.313564244260167,0.167438808735066,-0.835546783990938,0.0130532816506838,0.0151776606844985,0.0322030322980417,0.0250962904613899,-0.137910757608305,-0.0785207770514879,-0.272116312931793,0.252568141084804,0.0036526511678728,75.0,0
